(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(3.70377507e-315, 0.0)
(1.53094126e-316, 0.0)
(3.314772143726947e-291, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(1.4854040017509e-310, 1.958725456e-315)
(3.99840844753367e-310, 0.0)
(5.248901991154598e-292, 0.0)
(3.113417842460636e-278, 0.0)
(2.0478838690314513e-222, 2.31171281506644e-293)
(2.5758339826599623e-216, 5.167996544851414e-277)
(4.52957048205265e-201, 1.233569237036141e-272)
(4.7155307382328935e-185, 8.169260368685519e-254)
(2.565940291492534e-215, 9.367890016745034e-256)
(3.922296566291561e-176, 2.8223816213341e-251)
(1.7733276354644246e-183, 3.660906386763353e-251)
(3.766320508749354e-200, 1.5306092111859805e-214)
(6.284578245660803e-183, 7.627172062354114e-238)
(1.2547729521278086e-172, 3.1072529330285315e-231)
(1.4087127642738978e-156, 6.946392023405334e-235)
(6.453815262157294e-161, 5.828507463471186e-218)
(2.895671950189934e-146, 5.591855633438039e-218)
(2.611941090444511e-144, 8.372858368863172e-211)
(7.315786441484072e-129, 3.697491627500569e-207)
(2.2458459552409717e-131, 2.082065677333088e-205)
(2.0820403568139312e-134, 8.50626507660446e-203)
(1.0017524426184773e-121, 1.1306400071348927e-199)
(2.6087463663131585e-124, 1.138402635336687e-199)
(6.083227766216186e-125, 4.017170482236182e-199)
(3.4697742800246634e-130, 1.653521110493424e-194)
(6.298271681827257e-130, 2.3074435507302606e-187)
(9.972063359690042e-121, 4.09540202509055e-186)
(7.017110204974098e-118, 6.874563619616415e-182)
(3.739502397790869e-116, 1.0341420916276173e-181)
(1.323858170674678e-120, 2.7138905724622166e-184)
(3.373823796789259e-115, 3.0738951609955773e-180)
(1.5022644941209814e-106, 2.737179034968151e-175)
(1.5149260585064261e-103, 5.729160048126378e-172)
(2.4134742202161297e-107, 1.3002312785638897e-171)
(1.0094551207552098e-99, 2.3016724215999794e-171)
(2.931117120195489e-101, 4.1411465233555437e-166)
(2.4070245544818355e-99, 3.812205192673218e-162)
(1.3579033475589327e-95, 2.1605868882236717e-162)
(8.685976612585511e-98, 1.2521305047492774e-156)
(5.624177851646118e-99, 1.5889082714632735e-159)
(1.1564814261713883e-91, 3.737574813740034e-158)
(2.1919700985867497e-90, 5.34821153166221e-159)
(4.7973625333271746e-85, 1.0428533343641457e-157)
