(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(6e-323, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(4.6012280879430384e-307, 0.0)
(2.1954750538485073e-284, 0.0)
(2.8535819614098637e-290, 0.0)
(1.7609988579995472e-278, 0.0)
(4.946051862274664e-281, 0.0)
(4.0517337554657473e-283, 0.0)
(1.4424551744489365e-293, 0.0)
(3.710580628869304e-275, 0.0)
(1.0956862283347387e-267, 0.0)
(6.482167933688022e-263, 0.0)
(7.261782787079278e-259, 0.0)
(1.1236670517972067e-240, 0.0)
(1.2681600263254517e-237, 0.0)
(1.8133285257784204e-239, 0.0)
(7.127774473762163e-251, 0.0)
(9.496764276156036e-242, 0.0)
(3.232437879097181e-235, 0.0)
(2.2979609108731588e-238, 0.0)
(1.1913243117055454e-229, 0.0)
(2.9470269449476133e-231, 8.208402390616733e-301)
(1.1882742554298937e-235, 1.7760016215390686e-301)
(7.469659943535749e-220, 7.33620838306007e-296)
(1.842128613882804e-219, 2.025087807741931e-292)
(1.101439462804433e-215, 9.319646870814865e-292)
(2.178057666565582e-213, 1.4318637913882134e-293)
(2.3322301658142556e-225, 1.091231523836634e-292)
(2.1050221773413833e-214, 1.4139188364227916e-280)
(2.5205831467916976e-222, 1.0411611238566643e-272)
(2.085701139509984e-217, 9.105307246417135e-274)
(9.6823902256573e-207, 7.408878997128996e-268)
(1.5324845513058228e-205, 1.1211346465918176e-262)
(1.8130260585803366e-212, 1.1640623930345393e-263)
(5.296289841891332e-206, 1.0211660888524748e-259)
(1.56106849889046e-200, 4.2843457774828256e-262)
(4.086553120062763e-208, 1.0664317572810315e-261)
(1.720268040252386e-193, 7.284943574842599e-252)
(9.721801724085076e-199, 9.035648184835917e-252)
(1.5685804780445872e-192, 6.501408888222957e-248)
(4.907386876918801e-192, 1.1999243259531278e-249)
(2.455532539486637e-202, 2.159705500544497e-248)
(1.1413799504245178e-183, 4.0488033840800236e-245)
