(89.22505950927734, 76.3019790649414)
(81.85176086425781, 70.32664489746094)
(80.87652587890625, 70.0438232421875)
(80.04020690917969, 69.46041870117188)
(67.83118438720703, 65.62405395507812)
(65.96166229248047, 64.50285339355469)
(64.18844604492188, 58.97248840332031)
(61.778480529785156, 57.63718032836914)
(59.16364288330078, 57.07259750366211)
(59.00709533691406, 56.64570617675781)
(55.242942810058594, 55.4236946105957)
(53.8206787109375, 52.82500076293945)
(53.57334518432617, 52.80754852294922)
(48.69231414794922, 51.92669677734375)
(47.47593307495117, 51.81352996826172)
(46.57217025756836, 51.238258361816406)
(46.34855270385742, 50.67594909667969)
(45.958499908447266, 49.64592742919922)
(45.857688903808594, 47.83383560180664)
(44.027122497558594, 47.73407745361328)
(43.60794448852539, 46.71696090698242)
(43.41414260864258, 46.63370895385742)
(43.167903900146484, 45.96944046020508)
(42.83948516845703, 45.12441635131836)
(41.89472198486328, 44.73868942260742)
(40.49235916137695, 43.850059509277344)
(40.426761627197266, 43.217926025390625)
(39.80279541015625, 42.37937545776367)
(39.62056350708008, 42.18240737915039)
(39.176513671875, 42.04172897338867)
(39.14963150024414, 41.53751754760742)
(38.854827880859375, 41.4661750793457)
(38.728118896484375, 41.358760833740234)
(37.96759033203125, 41.25992965698242)
(37.315887451171875, 41.2006950378418)
(36.7620964050293, 40.96317672729492)
(36.12752914428711, 40.900917053222656)
(36.081539154052734, 40.808937072753906)
(36.05055236816406, 40.57456588745117)
(35.83158874511719, 40.206241607666016)
(35.71978759765625, 40.20486831665039)
(35.68917465209961, 40.15493392944336)
(35.507957458496094, 40.14209747314453)
(35.330116271972656, 40.0986213684082)
(35.12603759765625, 39.67552185058594)
(35.10821533203125, 39.059776306152344)
(34.923831939697266, 38.9179801940918)
(33.76413345336914, 38.81388473510742)
(33.744571685791016, 38.683189392089844)
(33.60068130493164, 38.50064468383789)
(33.43291091918945, 38.38407516479492)
(33.369869232177734, 38.230255126953125)
(33.25968551635742, 38.17921447753906)
(33.028717041015625, 37.37748718261719)
(33.025123596191406, 37.0228271484375)
(32.990474700927734, 36.94571304321289)
(32.87324905395508, 36.31586456298828)
(32.81441879272461, 36.10846710205078)
(32.750579833984375, 36.10024642944336)
(32.447444915771484, 35.991817474365234)
(32.15127944946289, 35.99058532714844)
(31.816213607788086, 35.855262756347656)
(31.706531524658203, 35.82109451293945)
(31.675241470336914, 35.56040573120117)
(31.646865844726562, 35.27619934082031)
(31.34896469116211, 35.117671966552734)
(30.755327224731445, 34.79588317871094)
(30.70623779296875, 34.56562805175781)
(30.456663131713867, 34.44458770751953)
(30.13024139404297, 34.39580154418945)
(30.092004776000977, 34.336219787597656)
(30.007171630859375, 34.059288024902344)
